TIME;TG_L1_L2_205;TG_L1_L2_192_5;TG_L1_L2_180;TG_L1_L2_167_5;TG_L1_L2_155;TG_L1_L2_142_5;TG_L1_L2_130;TG_L1_L2_117_5;TG_L1_L2_105;TG_L1_L2_092_5;TG_L1_L2_080;TG_L1_L2_055;TG_L1_L2_030;TG_L1_L2_005;TG_L1_L2_00025;TG_L1_L2_S105;V_L1_L2_205;V_L1_L2_192_5;V_L1_L2_180;V_L1_L2_167_5;V_L1_L2_155;V_L1_L2_142_5;V_L1_L2_130;V_L1_L2_117_5;V_L1_L2_105;V_L1_L2_092_5;V_L1_L2_080;V_L1_L2_055;V_L1_L2_030;V_L1_L2_005;V_L1_L2_S105;FLR_L1_L2_205;FLR_L1_L2_105;FLR_L1_L2_005;TG_L1_FP_350;TG_L1_FP_340;TG_L1_FP_315;TG_L1_FP_290;TG_L1_FP_265;TG_L1_FP_240;TG_L1_FP_215;TG_L1_FP_190;TG_L1_FP_165;TG_L1_FP_140;TG_L1_FP_115;TG_L1_FP_090;TG_L1_FP_065;TG_L1_FP_040;TG_L1_FP_015;O2_L1_FP;CO_L1_FP;CO2_L1_FP;O2_L1_HAUT;CO_L1_HAUT;CO2_L1_HAUT;O2_L1_BAS;CO_L1_BAS;CO2_L1_BAS;TG_L1_NW_390;TG_L1_NW_380;TG_L1_NW_355;TG_L1_NW_330;TG_L1_NW_305;TG_L1_NW_280;TG_L1_NW_255;TG_L1_NW_230;TG_L1_NW_205;TG_L1_NW_180;TG_L1_NW_155;TG_L1_NW_130;TG_L1_NW_105;TG_L1_NW_080;TG_L1_NW_055;TG_L1_NW_030;TG_L1_NW_005;TG_L1_SE_390;TG_L1_SE_380;TG_L1_SE_355;TG_L1_SE_330;TG_L1_SE_305;TG_L1_SE_280;TG_L1_SE_255;TG_L1_SE_230;TG_L1_SE_205;TG_L1_SE_180;TG_L1_SE_155;TG_L1_SE_130;TG_L1_SE_105;TG_L1_SE_080;TG_L1_SE_055;TG_L1_SE_030;TG_L1_SE_005;TP_L1_NC265;TP_L1_SC265;TP_L1_EC255;TP_L1_WC260;TP_L1_PL_CE;TP_L1_NE040;TP_L1_NE155;TP_L1_NE265;TP_L1_NE355;TFLT_L1_EC265;TFLT_L1_WC265;TFLT_L1_SOL_CE;FLT_L1_NE040;FLT_L1_NE155;FLT_L1_NE265;FLT_L1_NE355;FLT_L1_NC265;FLT_L1_SC265;FLT_L1_EC265;FLT_L1_WC265;FLT_L1_SOL_CE;FLT_L1_PL_CE;FLR_L1_NE040;FLR_L1_NE155;FLR_L1_NE265;FLR_L1_NE355;FLR_L1_PL_CE;O2_L2_HAUT;CO_L2_HAUT;CO2_L2_HAUT;O2_L2_BAS;CO_L2_BAS;CO2_L2_BAS;TG_L2_CC_390;TG_L2_CC_380;TG_L2_CC_355;TG_L2_CC_330;TG_L2_CC_305;TG_L2_CC_280;TG_L2_CC_255;TG_L2_CC_230;TG_L2_CC_205;TG_L2_CC_180;TG_L2_CC_155;TG_L2_CC_130;TG_L2_CC_105;TG_L2_CC_080;TG_L2_CC_055;TG_L2_CC_030;TG_L2_CC_005;TG_L2_NE_390;TG_L2_NE_380;TG_L2_NE_355;TG_L2_NE_330;TG_L2_NE_305;TG_L2_NE_280;TG_L2_NE_255;TG_L2_NE_230;TG_L2_NE_205;TG_L2_NE_180;TG_L2_NE_155;TG_L2_NE_130;TG_L2_NE_105;TG_L2_NE_080;TG_L2_NE_055;TG_L2_NE_030;TG_L2_NE_005;TG_L2_SW_390;TG_L2_SW_380;TG_L2_SW_355;TG_L2_SW_330;TG_L2_SW_305;TG_L2_SW_280;TG_L2_SW_255;TG_L2_SW_230;TG_L2_SW_205;TG_L2_SW_180;TG_L2_SW_155;TG_L2_SW_130;TG_L2_SW_105;TG_L2_SW_080;TG_L2_SW_055;TG_L2_SW_030;TG_L2_SW_005;TP_L2_NC265;TP_L2_SC260;TP_L2_EC260;TP_L2_WC260;TP_L2_PL_CE;TP_L2_SOL_CE;TP_L2_NE030;TP_L2_NE155;TP_L2_NE260;TP_L2_NE355;TFLT_L2_NC260;FLT_L2_NE030;FLT_L2_NE155;FLT_L2_NE260;FLT_L2_NE355;FLT_L2_NC260;FLT_L2_SC260;FLT_L2_EC260;FLT_L2_WC260;FLT_L2_SOL_CE;FLT_L2_PL_CE;FLR_L2_NE030;FLR_L2_NE155;FLR_L2_NE260;FLR_L2_NE355;FLR_L2_PL_CE;TG_L2_DP_230_130;TG_L2_DP_230_110;TG_L2_DP_230_090;TG_L2_DP_230_070;TG_L2_DP_230_050;TG_L2_DP_230_030;TG_L2_DP_230_010;TG_L2_DP_305_170;TG_L2_DP_305_150;TG_L2_DP_305_130;TG_L2_DP_305_110;TG_L2_DP_305_090;TG_L2_DP_305_070;TG_L2_DP_305_050;TG_L2_DP_305_030;TG_L2_DP_380_220;TG_L2_DP_380_190;TG_L2_DP_380_170;TG_L2_DP_380_150;TG_L2_DP_380_130;TG_L2_DP_380_110;TG_L2_DP_380_090;TG_L2_DP_380_070;TG_L2_DP_380_050;TG_L2_DP_380_030;TCA_L1_HW_CENTRE;TCA_L1_HW_INTER;TCA_L1_HW_SURF;TCR_L1_HW_CENTRE;TCR_L1_HW_INTER;TCR_L1_HW_SURF;TG_L1_TA_HW;FLT_L1_TA_HW_DWN;FLT_L1_TA_HW_UPW;FLR_L1_TA_HW_DWN;FLR_L1_TA_HW_UPW;TCA_L1_BW_CENTRE;TCA_L1_BW_INTER;TCA_L1_BW_SURF;TCR_L1_BW_CENTRE;TCR_L1_BW_INTER;TCR_L1_BW_SURF;TG_L1_TA_BW;TCA_L2_HW_CENTRE;TCA_L2_HW_INTER;TCA_L2_HW_SURF;TCR_L2_HW_CENTRE;TCR_L2_HW_INTER;TCR_L2_HW_SURF;TG_L2_TA_HW;TCA_L2_BE_CENTRE;TCA_L2_BE_INTER;TCA_L2_BE_SURF;TCR_L2_BE_CENTRE;TCR_L2_BE_INTER;TCR_L2_BE_SURF;TG_L2_TA_BE;TCA_L2_HE_CENTRE;TCA_L2_HE_INTER;TCA_L2_HE_SURF;TCR_L2_HE_CENTRE;TCR_L2_HE_INTER;TCR_L2_HE_SURF;TG_L2_TA_HE;FLT_L2_TA_HE_DWN;FLT_L2_TA_HE_UPW;FLR_L2_TA_HE_DWN;FLR_L2_TA_HE_UPW;TGADM_L1;TGADM_L2;TGADM_BOUCH_L1;TGADM_BOUCH_L2;O2ADM_L1;COADM_L1;CO2ADM_L1;O2ADM_L2;COADM_L2;CO2ADM_L2;TGEXT_L1;TGEXT_L2;TGEXT_BOUCH_L1;TGEXT_BOUCH_L2;O2EXT_L1;COEXT_L1;CO2EXT_L1;O2EXT_L2;COEXT_L2;CO2EXT_L2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;kW/m2;kW/m2;kW/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;kW/m2;kW/m2;kW/m2;kW/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;kW/m2;kW/m2;kW/m2;kW/m2;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0.009013602;-0.006814451;0.01423794;0.002915184;-0.008014742;-0.005088686;0.00051268;0.007620478;-0.001071548;-0.009381366;6.58468E-05;-0.007617601;-0.001068559;-0.00254557;0.010847087;0;0;0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20946005;0;0;0.20946005;0;0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0;0;0;0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;0;0;0;0;8;8;8;8;0.20946005;0;0;0.20946005;0;0;8;8;8;8;0.20946005;0;0;0.20946005;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.0210736;8.0087;8.0086372;8.008625;8.0085519;8.0085987;8.0086513;8.0086348;8.008644;8.0086836;8.0086264;8.0086419;8.0085882;8.0086282;8.0085622;8.0085977;8.008651;0.056560378;0.02874128;0.044153525;0.030015727;0.018204949;0.018955863;0.025196334;0.03029055;0.021841469;0.013461885;0.022929999;0.01519928;0.021522742;0.019714794;0.039203799;0.17626501;0.43785967;0.19997103;10.287785;8.0143493;8.00864;8.0086193;8.0085685;8.0086448;8.0086188;8.0086208;8.0712567;9.8086634;15.645904;25.951057;70.920793;124.00267;231.39197;0.20945893;3.7E-09;6.358E-07;0.20946005;0;0;0.20946005;0;0;10.959118;8.0168943;8.0086605;8.0087401;8.0086702;8.0087428;8.0088047;8.008756;8.0087541;8.0087303;8.0086911;8.008662;8.0086235;8.0086248;8.008714;8.0086973;8.0086367;10.71196;8.0156434;8.0086231;8.0085605;8.0085503;8.0085995;8.0085745;8.0085588;8.0085376;8.0085386;8.0086484;8.0086181;8.0086873;8.0086562;8.0085795;8.0087019;8.0086371;8.0232455;8.0240732;8.029733;8.0269606;8.8808603;8.0172312;8.0433828;8.0295063;8.0149722;8.0239426;8.0240919;8.0489414;0.045127403;0.10617115;0.069541059;0.036391466;0.056247324;0.056725939;0.059213984;0.059030262;0.11804371;0.070697483;0.045129877;0.10618811;0.069549138;0.036393063;0.072277334;0.20946005;0;0;0.20946005;0;0;8.0432727;8.0086254;8.0087108;8.0086034;8.0085872;8.0086003;8.0086696;8.0085574;8.0086224;8.0086414;8.0086388;8.0086465;8.0086184;8.0086867;8.0086675;8.0086908;8.008632;8.082051;8.0086788;8.0086115;8.0086421;8.0086471;8.0086468;8.008691;8.0086323;8.0086677;8.0086415;8.0086588;8.0085873;8.0085991;8.00867;8.008627;8.0086353;8.0085861;8.0147376;8.0086681;8.0085801;8.0085949;8.0086074;8.0085139;8.0086243;8.0085907;8.008566;8.0085778;8.0086094;8.0085734;8.0086447;8.0086636;8.008602;8.0086428;8.0086068;8.000336;8.0003666;8.0003103;8.0002686;8.0142798;8.0003879;8.0001835;8.0003642;8.0003422;8.0001836;8.000351;0.000492478;0.000975937;0.000938859;0.000503118;0.000956057;0.00097715;0.000800551;0.000837443;0.001038232;0.001229112;0.000488419;0.000971939;0.000934844;0.00049905;0.001230687;8.0085869;8.008614;8.0086677;8.0085499;8.0085523;8.0085466;8.008626;8.0086529;8.0086459;8.0086669;8.0085954;8.0086479;8.0085957;8.0086517;8.0085993;8.0086801;8.008667;8.0087219;8.0086547;8.0086437;8.0086318;8.0086753;8.0086919;8.0086901;8.0086509;8;8;8.0003406;8;8;8.0001139;8.0086831;0.074370486;0.005139288;0.074365496;0.005134295;8;8;8.0034139;8;8;8.0014745;8.0087216;8;8;8.0000015;8;8;8.0000005;8.0086204;8;8;8.0000961;8;8;8.0000266;8.0086375;8;8;8.0000068;8;8;8.0000022;8.0086879;0.001357598;0.000101152;0.001352599;9.61539E-05;16.913586;16.916502;15.534741;15.54785;0.20946005;0;0;0.20946005;0;0;8.0045851;8.0035216;8.0078418;8.0077764;0.20946005;0;0;0.20946005;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.0092201;8.0874322;8.0870439;8.0869403;8.0865639;8.0865251;8.0866482;8.0865948;8.0865498;8.0866901;8.086596;8.0866555;8.0864583;8.086523;8.0863491;8.0863491;8.0866455;0.086167468;0.065311686;0.072224479;0.050717417;0.03671854;0.027102096;0.035670679;0.034408314;0.025640864;0.01620841;0.023955991;0.016042951;0.021779967;0.019517744;0.041180579;0.32005821;0.72464758;0.32264779;9.4655092;30.636413;30.733615;38.621311;53.900886;65.725466;88.420505;107.51597;139.27423;161.72368;201.85706;242.66085;319.87671;408.89881;559.84778;0.20928291;6.113E-07;0.000103962;0.20946005;0;0;0.20946005;0;0;18.224253;8.2266019;8.0865123;8.0866291;8.1948401;8.1805343;8.0876829;8.0874616;8.0872797;8.0873182;8.0871346;8.0870153;8.0867871;8.0866946;8.0868649;8.0867109;8.0865754;17.861654;8.2182431;8.0866288;8.0864626;8.0865576;8.0865652;8.0866119;8.0866118;8.0865833;8.0865476;8.0868034;8.0866953;8.0867926;8.0867036;8.0864455;8.0867106;8.0865212;8.0881051;8.0880989;8.1109027;8.1019681;10.99309;8.0786927;8.1775352;8.1127539;8.061349;8.0905161;8.0921771;8.181037;0.083753393;0.19067723;0.12022075;0.066178852;0.09249554;0.092358184;0.099479515;0.096456062;0.18593176;0.10301106;0.083750407;0.19072974;0.12023092;0.06616835;0.10910578;0.20946005;0;0;0.20946005;0;0;8.1209958;8.0866273;8.086701;8.0863604;8.0863578;8.0863799;8.0865119;8.0862756;8.0864383;8.0864725;8.0864716;8.086506;8.0864197;8.0866168;8.086553;8.0866213;8.0864959;8.249074;8.0871567;8.0864353;8.0864925;8.0864795;8.0864624;8.086587;8.0864235;8.0865233;8.0864497;8.086515;8.0863433;8.0863651;8.0865691;8.086467;8.0864795;8.0863647;8.0219868;8.0864945;8.0864254;8.086409;8.0863669;8.0861769;8.0864365;8.0863697;8.0862848;8.0863248;8.0864205;8.0863123;8.0865029;8.086571;8.0864151;8.086497;8.0864334;8.0018308;8.0019118;8.0014796;8.0019146;8.0622741;8.0020191;8.0010446;8.0019058;8.0018679;8.001071;8.0019079;0.001223878;0.002167279;0.002122533;0.001252214;0.002180379;0.00217523;0.001645461;0.002375611;0.002287436;0.002315726;0.001174408;0.00211835;0.00207353;0.001202669;0.002304081;8.0863635;8.0865114;8.0865372;8.0862701;8.0862752;8.0862086;8.0862581;8.0865396;8.0865052;8.0866044;8.0863801;8.0865352;8.0864212;8.0865345;8.0863807;8.086764;8.0866691;8.0868053;8.086606;8.0865548;8.0865072;8.0865629;8.0865597;8.0865602;8.0863065;8;8.0000001;8.0143031;8;8;8.0054243;8.0871824;0.12096255;0.014897821;0.12090381;0.014839064;8;8.0000008;8.0957623;8.0000002;8.0000002;8.0474531;8.086782;8;8;8.0001866;8;8;8.0000857;8.0865341;8;8;8.002708;8;8;8.0008984;8.0864821;8;8;8.0003532;8;8;8.0001406;8.0866415;0.00278863;0.000413277;0.002729987;0.000354587;21.87953;21.885346;22.829023;22.873497;0.20946005;0;0;0.20946005;0;0;8.1033911;8.0786972;8.0867781;8.0843966;0.20946005;0;2E-10;0.20946005;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6.0047536;8.1636551;8.1641144;8.1636605;8.1626739;8.1619331;8.1619568;8.1618594;8.1616736;8.1618138;8.1617855;8.1619041;8.1615548;8.1616279;8.1613259;8.1608375;8.1620701;0.018771772;0.058517088;0.070575626;0.056614814;0.04758192;0.03414829;0.043255191;0.04071972;0.03522664;0.030350201;0.035402047;0.032302814;0.037009644;0.036079652;0.052346162;0.35191723;0.79380279;0.35525491;0;109.48496;106.46823;112.48429;122.96168;129.44406;141.47829;149.85262;162.96339;174.62453;197.09533;216.67738;263.26499;322.56988;415.46298;0.20934532;3.965E-07;6.74279E-05;0.20945511;1.71E-08;2.9025E-06;0.20946005;0;0;9.0640024;25.472127;8.811863;8.1851003;10.292906;11.673312;8.3742217;8.1654158;8.1627857;8.1630989;8.1629122;8.1625593;8.1622806;8.1619107;8.1621108;8.1617987;8.1616736;6.4070984;32.615493;9.3972961;8.1934537;8.1625635;8.162439;8.162406;8.1622873;8.1621559;8.1618639;8.1622276;8.1620223;8.1620071;8.1618422;8.1614679;8.1618428;8.1615281;8.1283194;8.1287813;8.1597604;8.1452244;14.416068;8.1108837;8.2548842;8.1634795;8.0899661;8.1312649;8.1316956;8.2561517;0.090622639;0.20778892;0.13348171;0.075011545;0.10511174;0.1056661;0.11146568;0.10635338;0.20779105;0.25680403;0.090597846;0.20784248;0.13347943;0.074553978;0.1019149;0.20946005;0;0;0.20946005;0;0;8.122942;8.1616423;8.1618209;8.1612568;8.1612866;8.1612999;8.161446;8.1611605;8.1613858;8.1614163;8.1614395;8.1615061;8.1613462;8.161684;8.1615529;8.1616696;8.1615168;8.3053065;8.1628252;8.161403;8.1614864;8.1614445;8.1613923;8.1615911;8.1613363;8.1614944;8.1613693;8.1614935;8.1612509;8.1612672;8.1616012;8.1614578;8.1614645;8.1612765;7.9918524;8.1609781;8.1614979;8.1613892;8.1612124;8.1610259;8.1613825;8.1613069;8.1611654;8.1612649;8.161405;8.1612161;8.1615048;8.1616484;8.1614174;8.1614849;8.1614334;8.0027592;8.0028727;8.0021982;8.0028971;8.0871048;8.0030271;8.0016008;8.0028465;8.0027786;8.0016489;8.0028736;0.001383999;0.002408482;0.002353339;0.001435032;0.002451538;0.002441738;0.001856879;0.002603362;0.002572555;0.002423762;0.001271888;0.002297373;0.002242087;0.001322803;0.00237621;8.1613157;8.1616814;8.1615276;8.1613108;8.1613118;8.1611732;8.1611059;8.1615578;8.1615168;8.1617171;8.1613874;8.1616108;8.1614686;8.1615909;8.1614015;8.161821;8.1616017;8.1617939;8.1615089;8.1613857;8.1612368;8.1612131;8.1610485;8.1610172;8.1603046;8;8.0000019;8.0431989;8.0000003;8.0000003;8.0173201;16.176169;0.1302533;0.023146554;0.12970114;0.0195086;8;8.0000131;8.2177444;8.000003;8.000003;8.1179394;8.1615577;8;8;8.000652;8;8;8.000324;8.161673;8;8.0000004;8.0065099;8.0000001;8.0000001;8.0024031;8.1614642;8;8;8.001092;8;8;8.0004779;8.1616968;0.003058186;0.000555487;0.002926181;0.000423506;21.936554;21.933972;22.593217;22.88907;0.20946005;0;0;0.20946005;0;0;14.853602;8.1512596;10.730431;8.1582381;0.20733586;7.3424E-06;0.001248664;0.20946005;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
