s;m/s;m/s;m/s;m/s;kg/s;m3/s;kW;kg/s;m3/s;kW;kg/s;m3/s;kW;kg/s;m3/s;kW;Pa;Pa;(m/s)^2;(m/s)^2;kg/m3;kg/m3;m/s;m/s;Pa;Pa;(m/s)^2;(m/s)^2;kg/m3;kg/m3;m/s;m/s;m/s;m/s;kg/s;kW;m3/s;kg/s;kW;m3/s;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m3/s;kg/s;kW;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;m3/s;kg/s;kW;m3/s;kg/s;kW;m3/s;kg/s;kW;m3/s;kg/s;kW;Pa;(m/s)^2;Pa;(m/s)^2;Pa;(m/s)^2;Pa;(m/s)^2;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2
FDS Time;INTAKE_L1_OBEN;INTAKE_L2_OBEN;EXHAUST_L1;EXHAUST_L2;MASSFLOW_INTAKE_L1;VOLUMEFLOW_INTAKE_L1;HEATFLOW_INTAKE_L1;MASSFLOW_INTAKE_L2;VOLUMEFLOW_INTAKE_L2;HEATFLOW_INTAKE_L2;MASSFLOW_EXHAUST_L1;VOLUMEFLOW_EXHAUST_L1;HEATFLOW_EXHAUST_L1;MASSFLOW_EXHAUST_L2;VOLUMEFLOW_EXHAUST_L2;HEATFLOW_EXHAUST_L2;PRESSURE_L1;PRESSURE_L2;H_L1;H_L2;DENSITY_L1;DENSITY_L2;VELOCITY_L1;VELOCITY_L2;PRESSURE_DOOR_L1;PRESSURE_DOOR_L2;H_DOOR_L1;H_DOOR_L2;DENSITY_DOOR_L1;DENSITY_DOOR_L2;VELOCITY_DOOR_L1;VELOCITY_DOOR_L2;VY_DOOR_L1;VY_DOOR_L2;MASSFLOW_(Door_L1);HEATFLOW_(Door_L1);VOLUMEFLOW_(Door_L1);MASSFLOW_(Door_L2);HEATFLOW_(Door_L2);VOLUMEFLOW_(Door_L2);TCA_L1_HW_SURF__FDS5_IBMB;TCA_L1_HW_INTER__FDS5_IBMB;TCA_L1_HW_CENTRE__FDS5_IBMB;TG_L1_TA_HW__FDS5_IBMB;TCA_L1_BW_SURF__FDS5_IBMB;TCA_L1_BW_INTER__FDS5_IBMB;TCA_L1_BW_CENTRE__FDS5_IBMB;TG_L1_TA_BW__FDS5_IBMB;TCA_L2_HW_SURF__FDS5_IBMB;TCA_L2_HW_INTER__FDS5_IBMB;TCA_L2_HW_CENTRE__FDS5_IBMB;TG_L2_TA_HW__FDS5_IBMB;TCA_L2_HE_SURF__FDS5_IBMB;TCA_L2_HE_INTER__FDS5_IBMB;TCA_L2_HE_CENTRE__FDS5_IBMB;TG_L2_TA_HE__FDS5_IBMB;TCA_L2_BE_SURF__FDS5_IBMB;TCA_L2_BE_INTER__FDS5_IBMB;TCA_L2_BE_CENTRE__FDS5_IBMB;TG_L2_TA_BE__FDS5_IBMB;TCR_L1_HW_SURF__FDS5_IBMB;TCR_L1_HW_INTER__FDS5_IBMB;TCR_L1_HW_CENTRE__FDS5_IBMB;TCR_L1_BW_SURF__FDS5_IBMB;TCR_L1_BW_INTER__FDS5_IBMB;TCR_L1_BW_CENTRE__FDS5_IBMB;TCR_L2_HW_SURF__FDS5_IBMB;TCR_L2_HW_INTER__FDS5_IBMB;TCR_L2_HW_CENTRE__FDS5_IBMB;TCR_L2_HE_SURF__FDS5_IBMB;TCR_L2_HE_INTER__FDS5_IBMB;TCR_L2_HE_CENTRE__FDS5_IBMB;TCR_L2_BE_SURF__FDS5_IBMB;TCR_L2_BE_INTER__FDS5_IBMB;TCR_L2_BE_CENTRE__FDS5_IBMB;O2_L1_FP__FDS5_IBMB;CO_L1_FP__FDS5_IBMB;CO2_L1_FP__FDS5_IBMB;TG_L1_FP_015__FDS5_IBMB;TG_L1_FP_040__FDS5_IBMB;TG_L1_FP_065__FDS5_IBMB;TG_L1_FP_090__FDS5_IBMB;TG_L1_FP_115__FDS5_IBMB;TG_L1_FP_140__FDS5_IBMB;TG_L1_FP_165__FDS5_IBMB;TG_L1_FP_190__FDS5_IBMB;TG_L1_FP_215__FDS5_IBMB;TG_L1_FP_240__FDS5_IBMB;TG_L1_FP_265__FDS5_IBMB;TG_L1_FP_290__FDS5_IBMB;TG_L1_FP_315__FDS5_IBMB;TG_L1_FP_340__FDS5_IBMB;TG_L1_FP_350__FDS5_IBMB;TG_L1_NW_005__FDS5_IBMB;TG_L1_NW_030__FDS5_IBMB;TG_L1_NW_055__FDS5_IBMB;TG_L1_NW_080__FDS5_IBMB;TG_L1_NW_105__FDS5_IBMB;TG_L1_NW_130__FDS5_IBMB;TG_L1_NW_155__FDS5_IBMB;TG_L1_NW_180__FDS5_IBMB;TG_L1_NW_205__FDS5_IBMB;TG_L1_NW_230__FDS5_IBMB;TG_L1_NW_255__FDS5_IBMB;TG_L1_NW_280__FDS5_IBMB;TG_L1_NW_305__FDS5_IBMB;TG_L1_NW_330__FDS5_IBMB;TG_L1_NW_355__FDS5_IBMB;TG_L1_NW_380__FDS5_IBMB;TG_L1_NW_390__FDS5_IBMB;TG_L1_SE_005__FDS5_IBMB;TG_L1_SE_030__FDS5_IBMB;TG_L1_SE_055__FDS5_IBMB;TG_L1_SE_080__FDS5_IBMB;TG_L1_SE_105__FDS5_IBMB;TG_L1_SE_130__FDS5_IBMB;TG_L1_SE_155__FDS5_IBMB;TG_L1_SE_180__FDS5_IBMB;TG_L1_SE_205__FDS5_IBMB;TG_L1_SE_230__FDS5_IBMB;TG_L1_SE_255__FDS5_IBMB;TG_L1_SE_280__FDS5_IBMB;TG_L1_SE_305__FDS5_IBMB;TG_L1_SE_330__FDS5_IBMB;TG_L1_SE_355__FDS5_IBMB;TG_L1_SE_380__FDS5_IBMB;TG_L1_SE_390__FDS5_IBMB;TG_L2_NE_005__FDS5_IBMB;TG_L2_NE_030__FDS5_IBMB;TG_L2_NE_055__FDS5_IBMB;TG_L2_NE_080__FDS5_IBMB;TG_L2_NE_105__FDS5_IBMB;TG_L2_NE_130__FDS5_IBMB;TG_L2_NE_155__FDS5_IBMB;TG_L2_NE_180__FDS5_IBMB;TG_L2_NE_205__FDS5_IBMB;TG_L2_NE_230__FDS5_IBMB;TG_L2_NE_255__FDS5_IBMB;TG_L2_NE_280__FDS5_IBMB;TG_L2_NE_305__FDS5_IBMB;TG_L2_NE_330__FDS5_IBMB;TG_L2_NE_355__FDS5_IBMB;TG_L2_NE_380__FDS5_IBMB;TG_L2_NE_390__FDS5_IBMB;TG_L2_SW_005__FDS5_IBMB;TG_L2_SW_030__FDS5_IBMB;TG_L2_SW_055__FDS5_IBMB;TG_L2_SW_080__FDS5_IBMB;TG_L2_SW_105__FDS5_IBMB;TG_L2_SW_130__FDS5_IBMB;TG_L2_SW_155__FDS5_IBMB;TG_L2_SW_180__FDS5_IBMB;TG_L2_SW_205__FDS5_IBMB;TG_L2_SW_230__FDS5_IBMB;TG_L2_SW_255__FDS5_IBMB;TG_L2_SW_280__FDS5_IBMB;TG_L2_SW_305__FDS5_IBMB;TG_L2_SW_330__FDS5_IBMB;TG_L2_SW_355__FDS5_IBMB;TG_L2_SW_380__FDS5_IBMB;TG_L2_SW_390__FDS5_IBMB;TG_L2_CC_005__FDS5_IBMB;TG_L2_CC_030__FDS5_IBMB;TG_L2_CC_055__FDS5_IBMB;TG_L2_CC_080__FDS5_IBMB;TG_L2_CC_105__FDS5_IBMB;TG_L2_CC_130__FDS5_IBMB;TG_L2_CC_155__FDS5_IBMB;TG_L2_CC_180__FDS5_IBMB;TG_L2_CC_205__FDS5_IBMB;TG_L2_CC_230__FDS5_IBMB;TG_L2_CC_255__FDS5_IBMB;TG_L2_CC_280__FDS5_IBMB;TG_L2_CC_305__FDS5_IBMB;TG_L2_CC_330__FDS5_IBMB;TG_L2_CC_355__FDS5_IBMB;TG_L2_CC_380__FDS5_IBMB;TG_L2_CC_390__FDS5_IBMB;O2_L1_BAS__FDS5_IBMB;CO_L1_BAS__FDS5_IBMB;CO2_L1_BAS__FDS5_IBMB;O2_L1_HAUT__FDS5_IBMB;CO_L1_HAUT__FDS5_IBMB;CO2_L1_HAUT__FDS5_IBMB;O2_L2_BAS__FDS5_IBMB;CO_L2_BAS__FDS5_IBMB;CO2_L2_BAS__FDS5_IBMB;O2_L2_HAUT__FDS5_IBMB;CO_L2_HAUT__FDS5_IBMB;CO2_L2_HAUT__FDS5_IBMB;TG_L2_DP_230_010__FDS5_IBMB;TG_L2_DP_230_030__FDS5_IBMB;TG_L2_DP_230_050__FDS5_IBMB;TG_L2_DP_230_070__FDS5_IBMB;TG_L2_DP_230_090__FDS5_IBMB;TG_L2_DP_230_110__FDS5_IBMB;TG_L2_DP_230_130__FDS5_IBMB;TG_L2_DP_305_030__FDS5_IBMB;TG_L2_DP_305_050__FDS5_IBMB;TG_L2_DP_305_070__FDS5_IBMB;TG_L2_DP_305_090__FDS5_IBMB;TG_L2_DP_305_110__FDS5_IBMB;TG_L2_DP_305_130__FDS5_IBMB;TG_L2_DP_305_150__FDS5_IBMB;TG_L2_DP_305_170__FDS5_IBMB;TG_L2_DP_380_030__FDS5_IBMB;TG_L2_DP_380_050__FDS5_IBMB;TG_L2_DP_380_070__FDS5_IBMB;TG_L2_DP_380_090__FDS5_IBMB;TG_L2_DP_380_110__FDS5_IBMB;TG_L2_DP_380_130__FDS5_IBMB;TG_L2_DP_380_150__FDS5_IBMB;TG_L2_DP_380_170__FDS5_IBMB;TG_L2_DP_380_190__FDS5_IBMB;TG_L2_DP_380_220__FDS5_IBMB;TP_L1_NC265__FDS5_IBMB;TP_L1_SC265__FDS5_IBMB;TP_L1_WC260__FDS5_IBMB;TP_L1_EC255__FDS5_IBMB;TP_L1_PL_CE__FDS5_IBMB;TP_L1_NE040__FDS5_IBMB;TP_L1_NE155__FDS5_IBMB;TP_L1_NE265__FDS5_IBMB;TP_L1_NE355__FDS5_IBMB;TFLT_L1_WC265__FDS5_IBMB;TFLT_L1_EC265__FDS5_IBMB;TFLT_L1_SOL_CE__FDS5_IBMB;TP_L2_NC265__FDS5_IBMB;TP_L2_SC260__FDS5_IBMB;TP_L2_WC260__FDS5_IBMB;TP_L2_EC260__FDS5_IBMB;TP_L2_PL_CE__FDS5_IBMB;TP_L2_SOL_CE__FDS5_IBMB;TP_L2_NE030__FDS5_IBMB;TP_L2_NE155__FDS5_IBMB;TP_L2_NE260__FDS5_IBMB;TP_L2_NE355__FDS5_IBMB;TFLT_L2_NC260__FDS5_IBMB;FLR_L1_PL_CE__FDS5_IBMB;FLT_L1_PL_CE__FDS5_IBMB;FLC_L1_PL_CE__FDS5_IBMB;FLR_L1_SOL_CE__FDS5_IBMB;FLT_L1_SOL_CE__FDS5_IBMB;FLC_L1_SOL_CE__FDS5_IBMB;FLR_L1_NE040__FDS5_IBMB;FLT_L1_NE040__FDS5_IBMB;FLC_L1_NE040__FDS5_IBMB;FLR_L1_NE155__FDS5_IBMB;FLT_L1_NE155__FDS5_IBMB;FLC_L1_NE155__FDS5_IBMB;FLR_L1_NE265__FDS5_IBMB;FLT_L1_NE265__FDS5_IBMB;FLC_L1_NE265__FDS5_IBMB;FLR_L1_NE355__FDS5_IBMB;FLT_L1_NE355__FDS5_IBMB;FLC_L1_NE355__FDS5_IBMB;FLR_L1_NC265__FDS5_IBMB;FLT_L1_NC265__FDS5_IBMB;FLC_L1_NC265__FDS5_IBMB;FLR_L1_SC265__FDS5_IBMB;FLT_L1_SC265__FDS5_IBMB;FLC_L1_SC265__FDS5_IBMB;FLR_L1_WC265__FDS5_IBMB;FLT_L1_WC265__FDS5_IBMB;FLC_L1_WC265__FDS5_IBMB;FLR_L1_EC265__FDS5_IBMB;FLT_L1_EC265__FDS5_IBMB;FLC_L1_EC265__FDS5_IBMB;FLR_L2_PL_CE__FDS5_IBMB;FLT_L2_PL_CE__FDS5_IBMB;FLC_L2_PL_CE__FDS5_IBMB;FLR_L2_SOL_CE__FDS5_IBMB;FLT_L2_SOL_CE__FDS5_IBMB;FLC_L2_SOL_CE__FDS5_IBMB;FLR_L2_NE030__FDS5_IBMB;FLT_L2_NE030__FDS5_IBMB;FLC_L2_NE030__FDS5_IBMB;FLR_L2_NE155__FDS5_IBMB;FLT_L2_NE155__FDS5_IBMB;FLC_L2_NE155__FDS5_IBMB;FLR_L2_NE260__FDS5_IBMB;FLT_L2_NE260__FDS5_IBMB;FLC_L2_NE260__FDS5_IBMB;FLR_L2_NE355__FDS5_IBMB;FLT_L2_NE355__FDS5_IBMB;FLC_L2_NE355__FDS5_IBMB;FLR_L2_NC260__FDS5_IBMB;FLT_L2_NC260__FDS5_IBMB;FLC_L2_NC260__FDS5_IBMB;FLR_L2_SC260__FDS5_IBMB;FLT_L2_SC260__FDS5_IBMB;FLC_L2_SC260__FDS5_IBMB;FLR_L2_WC260__FDS5_IBMB;FLT_L2_WC260__FDS5_IBMB;FLC_L2_WC260__FDS5_IBMB;FLR_L2_EC260__FDS5_IBMB;FLT_L2_EC260__FDS5_IBMB;FLC_L2_EC260__FDS5_IBMB;TG_L1_L2_00025__FDS5_IBMB;TG_L1_L2_005__FDS5_IBMB;TG_L1_L2_030__FDS5_IBMB;TG_L1_L2_055__FDS5_IBMB;TG_L1_L2_080__FDS5_IBMB;TG_L1_L2_092_5__FDS5_IBMB;TG_L1_L2_105__FDS5_IBMB;TG_L1_L2_117_5__FDS5_IBMB;TG_L1_L2_130__FDS5_IBMB;TG_L1_L2_142_5__FDS5_IBMB;TG_L1_L2_155__FDS5_IBMB;TG_L1_L2_167_5__FDS5_IBMB;TG_L1_L2_180__FDS5_IBMB;TG_L1_L2_192_5__FDS5_IBMB;TG_L1_L2_205__FDS5_IBMB;TG_L1_L2_S105__FDS5_IBMB;V_L1_L2_00025__FDS5_IBMB;V_L1_L2_005__FDS5_IBMB;V_L1_L2_030__FDS5_IBMB;V_L1_L2_055__FDS5_IBMB;V_L1_L2_080__FDS5_IBMB;V_L1_L2_092_5__FDS5_IBMB;V_L1_L2_105__FDS5_IBMB;V_L1_L2_117_5__FDS5_IBMB;V_L1_L2_130__FDS5_IBMB;V_L1_L2_142_5__FDS5_IBMB;V_L1_L2_155__FDS5_IBMB;V_L1_L2_167_5__FDS5_IBMB;V_L1_L2_180__FDS5_IBMB;V_L1_L2_192_5__FDS5_IBMB;V_L1_L2_205__FDS5_IBMB;V_L1_L2_S105__FDS5_IBMB;DOOR_F_L1_L2__FDS5_IBMB;DOOR_F_L1_L2_MASS__FDS5_IBMB;DOOR_F_L1_L2_HEAT__FDS5_IBMB;FLR_L1_L2_005__FDS5_IBMB;FLT_L1_L2_005__FDS5_IBMB;FLC_L1_L2_005__FDS5_IBMB;FLR_L1_L2_105__FDS5_IBMB;FLT_L1_L2_105__FDS5_IBMB;FLC_L1_L2_105__FDS5_IBMB;FLR_L1_L2_205__FDS5_IBMB;FLT_L1_L2_205__FDS5_IBMB;FLC_L1_L2_205__FDS5_IBMB;DADM_L1__FDS5_IBMB;DADM_L1_MASS__FDS5_IBMB;DADM_L1_HEAT__FDS5_IBMB;DADM_L2__FDS5_IBMB;DADM_L2_MASS__FDS5_IBMB;DADM_L2_HEAT__FDS5_IBMB;DEXT_L1__FDS5_IBMB;DEXT_L1_MASS__FDS5_IBMB;DEXT_L1_HEAT__FDS5_IBMB;DEXT_L2__FDS5_IBMB;DEXT_L2_MASS__FDS5_IBMB;DEXT_L2_HEAT__FDS5_IBMB;PADM_NOD_L1_PRESSURE__FDS5_IBM;PADM_NOD_L1_H__FDS5_IBMB;PADM_NOD_L2_PRESSURE__FDS5_IBM;PADM_NOD_L2_H__FDS5_IBMB;PEXT_NOD_L1_PRESSURE__FDS5_IBM;PEXT_NOD_L1_H__FDS5_IBMB;PEXT_NOD_L2_PRESSURE__FDS5_IBM;PEXT_NOD_L2_H__FDS5_IBMB;TGADM_L1__FDS5_IBMB;TGADM_L2__FDS5_IBMB;TGEXT_L1__FDS5_IBMB;TGEXT_L2__FDS5_IBMB;TGADM_BOUCH_L1__FDS5_IBMB;TGADM_BOUCH_L2__FDS5_IBMB;TGEXT_BOUCH_L1__FDS5_IBMB;TGEXT_BOUCH_L2__FDS5_IBMB;O2ADM_L1__FDS5_IBMB;COADM_L1__FDS5_IBMB;CO2ADM_L1__FDS5_IBMB;O2ADM_L2__FDS5_IBMB;COADM_L2__FDS5_IBMB;CO2ADM_L2__FDS5_IBMB;O2EXT_L1__FDS5_IBMB;COEXT_L1__FDS5_IBMB;CO2EXT_L1__FDS5_IBMB;O2EXT_L2__FDS5_IBMB;COEXT_L2__FDS5_IBMB;CO2EXT_L2__FDS5_IBMB;FLR_L1_TA_BW_UPW__FDS5_IBMB;FLT_L1_TA_BW_UPW__FDS5_IBMB;FLC_L1_TA_BW_UPW__FDS5_IBMB;FLR_L1_TA_BW_DWN__FDS5_IBMB;FLT_L1_TA_BW_DWN__FDS5_IBMB;FLC_L1_TA_BW_DWN__FDS5_IBMB;FLR_L1_TA_HW_UPW__FDS5_IBMB;FLT_L1_TA_HW_UPW__FDS5_IBMB;FLC_L1_TA_HW_UPW__FDS5_IBMB;FLR_L1_TA_HW_DWN__FDS5_IBMB;FLT_L1_TA_HW_DWN__FDS5_IBMB;FLC_L1_TA_HW_DWN__FDS5_IBMB;FLR_L2_TA_HW_UPW__FDS5_IBMB;FLT_L2_TA_HW_UPW__FDS5_IBMB;FLC_L2_TA_HW_UPW__FDS5_IBMB;FLR_L2_TA_HW_DWN__FDS5_IBMB;FLT_L2_TA_HW_DWN__FDS5_IBMB;FLC_L2_TA_HW_DWN__FDS5_IBMB;FLR_L2_TA_BE_UPW__FDS5_IBMB;FLT_L2_TA_BE_UPW__FDS5_IBMB;FLC_L2_TA_BE_UPW__FDS5_IBMB;FLR_L2_TA_BE_DWN__FDS5_IBMB;FLT_L2_TA_BE_DWN__FDS5_IBMB;FLC_L2_TA_BE_DWN__FDS5_IBMB;FLR_L2_TA_HE_UPW__FDS5_IBMB;FLT_L2_TA_HE_UPW__FDS5_IBMB;FLC_L2_TA_HE_UPW__FDS5_IBMB;FLR_L2_TA_HE_DWN__FDS5_IBMB;FLT_L2_TA_HE_DWN__FDS5_IBMB;FLC_L2_TA_HE_DWN__FDS5_IBMB
0.0000;0.0006;0.0095;0.0056;-0.0100;-0.0002;-0.0002;0.0000;-0.0002;-0.0002;0.0000;0.0001;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.2497;1.2497;0.0037;0.0008;0.0000;0.0000;0.0000;0.0000;1.2498;1.2498;0.0063;0.0078;-0.0007;-0.0102;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;0.2095;0.0000;0.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;0.2095;0.0000;0.0000;0.2095;0.0000;0.0000;0.2095;0.0000;0.0000;0.2095;0.0000;0.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;0.0019;-0.0025;-0.0011;-0.0076;0.0001;-0.0094;-0.0011;0.0076;0.0005;-0.0051;-0.0080;0.0029;0.0142;-0.0068;0.0090;0.0108;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;8.0000;0.2095;0.0000;0.0000;0.2095;0.0000;0.0000;0.2095;0.0000;0.0000;0.2095;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
