TIME;TG_L1_L2_205;TG_L1_L2_192_5;TG_L1_L2_180;TG_L1_L2_167_5;TG_L1_L2_155;TG_L1_L2_142_5;TG_L1_L2_130;TG_L1_L2_117_5;TG_L1_L2_105;TG_L1_L2_092_5;TG_L1_L2_080;TG_L1_L2_055;TG_L1_L2_030;TG_L1_L2_005;TG_L1_L2_00025;TG_L1_L2_S105;V_L1_L2_205;V_L1_L2_192_5;V_L1_L2_180;V_L1_L2_167_5;V_L1_L2_155;V_L1_L2_142_5;V_L1_L2_130;V_L1_L2_117_5;V_L1_L2_105;V_L1_L2_092_5;V_L1_L2_080;V_L1_L2_055;V_L1_L2_030;V_L1_L2_005;V_L1_L2_S105;FLR_L1_L2_205;FLR_L1_L2_105;FLR_L1_L2_005;TOP_SYNCHRO;DPROPA;MASSE;TCOMB_0;TCOMB_1;TCOMB_2;TCOMB_3;TCOMB_4;TCOMB_5;TG_L1_FP_350;TG_L1_FP_345;TG_L1_FP_340;TG_L1_FP_315;TG_L1_FP_290;TG_L1_FP_265;TG_L1_FP_240;TG_L1_FP_215;TG_L1_FP_190;TG_L1_FP_165;TG_L1_FP_140;TG_L1_FP_115;TG_L1_FP_090;TG_L1_FP_065;TG_L1_FP_040;TG_L1_FP_015;O2_L1_FP;CO_L1_FP;CO2_L1_FP;P_L1_MIN;O2_L1_HAUT;CO_L1_HAUT;CO2_L1_HAUT;O2_L1_BAS;CO_L1_BAS;CO2_L1_BAS;TG_L1_NW_390;TG_L1_NW_385;TG_L1_NW_380;TG_L1_NW_355;TG_L1_NW_330;TG_L1_NW_305;TG_L1_NW_280;TG_L1_NW_255;TG_L1_NW_230;TG_L1_NW_205;TG_L1_NW_180;TG_L1_NW_155;TG_L1_NW_130;TG_L1_NW_105;TG_L1_NW_080;TG_L1_NW_055;TG_L1_NW_030;TG_L1_NW_005;TG_L1_SE_390;TG_L1_SE_385;TG_L1_SE_380;TG_L1_SE_355;TG_L1_SE_330;TG_L1_SE_305;TG_L1_SE_280;TG_L1_SE_255;TG_L1_SE_230;TG_L1_SE_205;TG_L1_SE_180;TG_L1_SE_155;TG_L1_SE_130;TG_L1_SE_105;TG_L1_SE_080;TG_L1_SE_055;TG_L1_SE_030;TG_L1_SE_005;TP_L1_NC265;TP_L1_SC265;TP_L1_EC255;TP_L1_WC260;TP_L1_PL_CE;TP_L1_NE040;TP_L1_NE155;TP_L1_NE265;TP_L1_NE355;TFLT_L1_NC265;TFLT_L1_SC265;TFLT_L1_EC265;TFLT_L1_WC265;TFLT_L1_SOL_CE;TFLT_L1_NE040;TFLT_L1_NE155;TFLT_L1_NE265;TFLT_L1_NE355;FLT_L1_NE040;FLT_L1_NE155;FLT_L1_NE265;FLT_L1_NE355;FLT_L1_NC265;FLT_L1_SC265;FLT_L1_EC265;FLT_L1_WC265;FLT_L1_SOL_CE;FLT_L1_PL_CE;FLR_L1_NE040;FLR_L1_NE155;FLR_L1_NE265;FLR_L1_NE355;FLR_L1_PL_CE;P_L2_MIN;O2_L2_HAUT;CO_L2_HAUT;CO2_L2_HAUT;O2_L2_BAS;CO_L2_BAS;CO2_L2_BAS;TG_L2_CC_390;TG_L2_CC_385;TG_L2_CC_380;TG_L2_CC_355;TG_L2_CC_330;TG_L2_CC_305;TG_L2_CC_280;TG_L2_CC_255;TG_L2_CC_230;TG_L2_CC_205;TG_L2_CC_180;TG_L2_CC_155;TG_L2_CC_130;TG_L2_CC_105;TG_L2_CC_080;TG_L2_CC_055;TG_L2_CC_030;TG_L2_CC_005;TG_L2_NE_390;TG_L2_NE_385;TG_L2_NE_380;TG_L2_NE_355;TG_L2_NE_330;TG_L2_NE_305;TG_L2_NE_280;TG_L2_NE_255;TG_L2_NE_230;TG_L2_NE_205;TG_L2_NE_180;TG_L2_NE_155;TG_L2_NE_130;TG_L2_NE_105;TG_L2_NE_080;TG_L2_NE_055;TG_L2_NE_030;TG_L2_NE_005;TG_L2_SW_390;TG_L2_SW_385;TG_L2_SW_380;TG_L2_SW_355;TG_L2_SW_330;TG_L2_SW_305;TG_L2_SW_280;TG_L2_SW_255;TG_L2_SW_230;TG_L2_SW_205;TG_L2_SW_180;TG_L2_SW_155;TG_L2_SW_130;TG_L2_SW_105;TG_L2_SW_080;TG_L2_SW_055;TG_L2_SW_030;TG_L2_SW_005;TP_L2_NC265;TP_L2_SC260;TP_L2_EC260;TP_L2_WC260;TP_L2_PL_CE;TP_L2_SOL_CE;TP_L2_NE030;TP_L2_NE155;TP_L2_NE260;TP_L2_NE355;TFLT_L2_NC260;TFLT_L2_SC260;TFLT_L2_EC260;TFLT_L2_WC260;TFLT_L2_SOL_CE;TFLT_L2_NE030;TFLT_L2_NE155;TFLT_L2_NE260;TFLT_L2_NE355;FLT_L2_NE030;FLT_L2_NE155;FLT_L2_NE260;FLT_L2_NE355;FLT_L2_NC260;FLT_L2_SC260;FLT_L2_EC260;FLT_L2_WC260;FLT_L2_SOL_CE;FLT_L2_PL_CE;FLR_L2_NE030;FLR_L2_NE155;FLR_L2_NE260;FLR_L2_NE355;FLR_L2_PL_CE;TG_L2_DP_230_130;TG_L2_DP_230_110;TG_L2_DP_230_090;TG_L2_DP_230_070;TG_L2_DP_230_050;TG_L2_DP_230_030;TG_L2_DP_230_010;TG_L2_DP_305_170;TG_L2_DP_305_150;TG_L2_DP_305_130;TG_L2_DP_305_110;TG_L2_DP_305_090;TG_L2_DP_305_070;TG_L2_DP_305_050;TG_L2_DP_305_030;TG_L2_DP_380_220;TG_L2_DP_380_190;TG_L2_DP_380_170;TG_L2_DP_380_150;TG_L2_DP_380_130;TG_L2_DP_380_110;TG_L2_DP_380_090;TG_L2_DP_380_070;TG_L2_DP_380_050;TG_L2_DP_380_030;P_L3_MIN;O2_L3_HAUT;CO_L3_HAUT;CO2_L3_HAUT;O2_L3_BAS;CO_L3_BAS;CO2_L3_BAS;TG_L3_CC_390;TCA_L1_HW_CENTRE;TCA_L1_HW_INTER;TCA_L1_HW_SURF;TCR_L1_HW_CENTRE;TCR_L1_HW_INTER;TCR_L1_HW_SURF;TG_L1_TA_HW;FLT_L1_TA_HW_DWN;FLT_L1_TA_HW_UPW;FLR_L1_TA_HW_DWN;FLR_L1_TA_HW_UPW;TCA_L1_BW_CENTRE;TCA_L1_BW_INTER;TCA_L1_BW_SURF;TCR_L1_BW_CENTRE;TCR_L1_BW_INTER;TCR_L1_BW_SURF;TG_L1_TA_BW;TCA_L2_HW_CENTRE;TCA_L2_HW_INTER;TCA_L2_HW_SURF;TCR_L2_HW_CENTRE;TCR_L2_HW_INTER;TCR_L2_HW_SURF;TG_L2_TA_HW;TCA_L2_BE_CENTRE;TCA_L2_BE_INTER;TCA_L2_BE_SURF;TCR_L2_BE_CENTRE;TCR_L2_BE_INTER;TCR_L2_BE_SURF;TG_L2_TA_BE;TCA_L2_HE_CENTRE;TCA_L2_HE_INTER;TCA_L2_HE_SURF;TCR_L2_HE_CENTRE;TCR_L2_HE_INTER;TCR_L2_HE_SURF;TG_L2_TA_HE;FLT_L2_TA_HE_DWN;FLT_L2_TA_HE_UPW;FLR_L2_TA_HE_DWN;FLR_L2_TA_HE_UPW;PJUPITER_MIN;DADM_L1_MOY;DADM_L2_MOY;DADM_L3_MOY;DADM_JUP_MIN;PADM_NOD_L1_MIN;PADM_NOD_L2_MIN;PADM_NOD_L3_MIN;PADM_DIVA;PADM_JUP;TGADM_L1;TGADM_L2;TGADM_L3;TGADM_BOUCH_L1;TGADM_BOUCH_L2;TGADM_BOUCH_L3;TGADM_JUP;O2ADM_L1;COADM_L1;CO2ADM_L1;O2ADM_L2;COADM_L2;CO2ADM_L2;O2ADM_L3;COADM_L3;CO2ADM_L3;VANA_ADM_L1;VANA_ADM_L2;VANA_ADM_L3;RMO_ADM_JUP;DEXT_L1_MOY;DEXT_L2_MOY;DEXT_L3_MOY;DEXT_DIVA_MIN;DEXT_JUP_MIN;PEXT_NOD_L1_MIN;PEXT_NOD_L2_MIN;PEXT_NOD_L3_MIN;PEXT_DIVA;PEXT_JUP;TGEXT_L1;TGEXT_L2;TGEXT_L3;TGEXT_BOUCH_L1;TGEXT_BOUCH_L2;TGEXT_BOUCH_L3;TGEXT_DIVA;TGEXT_JUP;O2EXT_L1;COEXT_L1;CO2EXT_L1;O2EXT_L2;COEXT_L2;CO2EXT_L2;O2EXT_L3;COEXT_L3;CO2EXT_L3;CNHM_EXT_L1;CNHM_EXT_L2;VANA_EXT_L1;VANA_EXT_L2;VANA_EXT_L3;RMO_EXT_JUP;DVJ_AMEXCEDAIR;DVJ_AVEXCEDAIR;PVJ_ADM_EXCEDAIR;PVJ_AVPFI01;DPVJ_COND;DPVJ_VADM;TGVJ_ADMAT;HUMADMIS;INC_01;RMO_29;RMO_30;DVJ_AVLAV;DVJ_BRDILU1;DVJ_BRDILU2;PVJ_AVVEXTRA;DPVJ_VEXTRA;DPVJ_THE_EXT;PVJ_AMFILT2;PVJ_AVLAV;DPVJ_LAV;PVJ_AMDILU1;PVJ_AMDILU2;PVJ_EXTRA2;LILVJ_EXTCOND;LILVJ_AMDILU;O2_AMDILU;CO_AMDILU;CO2_AMDILU;TGVJ_EXTRA1;TGVJ_EXTRA2;TGVJ_BRDILU;TGVJ_AMDILU;TGVJ_AVDILU;TGVJ_AMLAV;TGVJ_AVLAV;TGVJ_AMFILT1;TG_THE_SEC;TPVJ_EXTCOND1;TPTVJ_EXTCALO1;TPVJ_EXTCONDILU;TPTVJ_EXTCALODIL;TLILVJ_EXTCOND1;TLILVJ_AMDILU;INC_04;RMO_03;RMO_26;PVJ_LOCALI
s;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;W/m2;W/m2;W/m2;TOR;l/min;kg;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;%;ppm;%;Pa;%;ppm;%;%;ppm;%;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;Pa;%;ppm;%;%;ppm;%;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;W/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;Pa;%;ppm;%;%;ppm;%;C;C;C;C;C;C;C;C;W/m2;W/m2;W/m2;W/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;W/m2;W/m2;W/m2;W/m2;Pa;m3/h;m3/h;m3/h;m3/h;Pa;Pa;Pa;Pa;Pa;C;C;C;C;C;C;C;%;ppm;%;%;ppm;%;%;ppm;%;%;%;%;%;m3/h;m3/h;m3/h;m3/h;m3/h;Pa;Pa;Pa;Pa;Pa;C;C;C;C;C;C;C;C;%;ppm;%;%;ppm;%;%;ppm;%;ppm;ppm;%;%;%;%;m3/h;m3/h;Pa;Pa;Pa;Pa;C;%;%;%;%;m3/h;m3/h;m3/h;Pa;Pa;Pa;Pa;Pa;Pa;Pa;Pa;Pa;W/m2;W/m2;%;ppm;%;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;%;%;%;Pa
0;18.0331;18.0317;18.7504;17.8042;17.7355;18.0107;17.3608;17.3862;17.0886;17.1783;17.3174;18.2268;17.0646;16.927;19.33;17.0549;0.17594;-0.20614;-0.15574;-0.21488;0.21486;0.16846;-0.05835;-0.1733;-0.1658;-0.13693;-0.19285;0.22864;-0.18969;0.23221;0.12367;82.6842;80.1152;72.9614;0;9.8043;15.0498;22.9274;21.8807;25.5127;23.8478;26.1863;58.8572;19.8886;19.855;19.1698;17.9195;17.9164;18.864;18.2941;18.827;19.4077;19.0563;18.7332;18.6576;16.8582;17.1735;21.453;67.0194;20.8609;10.2868;0.00858;-91.6315;20.8741;9.28946;-0.02031;20.8867;7.50741;0.00818;19.0914;19.3202;19.1617;18.5005;18.4991;17.4633;16.7587;17.0631;18.728;17.7257;17.2262;15.9487;16.0512;17.817;15.936;15.3437;15.8478;16.3137;18.888;20.2284;19.6052;18.0317;18.4991;17.4617;19.0368;16.9846;18.9441;18.1805;18.6367;18.3629;18.7182;17.6921;17.9882;19.0241;17.452;18.6816;21.7795;21.5203;21.4855;21.8918;21.9487;22.1052;21.1945;20.8673;22.0152;18.8283;18.3234;19.6279;18.1289;19.7316;18.4147;19.2803;20.1804;18.956;-1.1234;-7.21374;-2.16126;-10.8633;-4.33393;-4.78445;-9.72852;-13.6348;-14.0197;98.1809;85.1134;88.6234;86.3709;91.1439;74.1702;-130.551;20.9268;4.21133;0.0106;20.9225;24.002;0.01719;20.6553;20.8562;18.4767;18.1805;20.7232;19.7974;18.7713;18.864;18.158;19.5013;18.9201;17.9868;17.6794;18.3181;17.396;18.4206;17.6696;18.5566;19.8662;20.6109;19.933;20.1825;19.6501;18.9089;18.9216;18.6127;19.1587;17.5418;17.7243;18.9538;17.6682;17.1222;17.9531;17.8267;17.4969;18.6494;19.49;20.3181;20.0132;19.6613;19.0689;19.2051;20.5319;18.8065;17.6233;19.229;18.6142;19.5042;18.3854;18.5469;17.1783;17.5096;17.6345;16.9397;20.6774;23.4902;23.1741;21.3415;23.1741;21.5993;21.1059;21.5313;23.31;21.0822;18.0998;19.0119;18.5033;18.7426;17.9029;18.2704;17.6927;18.684;19.1032;-17.2411;-13.3667;-13.6451;-14.8049;-17.5855;-19.0796;-13.1056;-17.7417;-34.1013;72.2855;73.9063;66.096;74.253;68.8379;76.7165;18.7616;18.0555;17.7721;19.1714;17.9898;16.6436;16.1201;19.8997;19.2721;19.2163;19.309;19.3651;18.3645;20.3069;18.0443;20.3517;19.5125;20.6095;19.775;20.566;20.5193;20.0105;19.6037;20.1825;18.5903;-31.8174;20.7686;10.3031;0.02631;20.8736;4.94696;0.0224;23.4208;19.775;19.4788;20.8577;20.2504;20.5997;20.6562;17.2358;112.061;112.597;70.3923;35.6752;18.158;17.3608;17.4745;18.4654;18.9441;18.9104;16.0512;18.5103;19.9799;19.6234;21.0601;21.9361;20.5415;19.8683;19.3539;18.2604;18.5791;19.2051;18.5776;18.8768;17.372;19.9193;19.5013;20.3738;21.3873;20.5083;21.261;20.8119;102.594;92.4926;71.404;47.5879;-44.8607;948.339;965.03;-108.393;10677.1;105.356;109.488;112.424;116.107;131.59;7.11467;7.58361;21.487;9.2342;8.83408;21.3304;4.49706;20.7751;3.63822;-0.01507;21.0233;0.10692;-0.01606;20.8509;12.5964;0.03332;95.2828;90.8151;3.42616;61.8041;1056.36;1049.87;53.661;2084.53;10304.4;-395.875;-382.599;-386.954;-418.53;-66.8451;18.7504;17.5208;23.2073;18.7392;17.9179;22.0927;18.6142;18.0219;20.8479;-7.86098;-0.00901;20.8779;3.47;-0.01935;20.8425;4.14519;0.01344;11.6395;4.17484;86.7668;93.0131;3.46385;46.113;24228.9;13284.2;186.148;-736.548;420.053;-1701.43;0.54746;75.7284;100.186;102.381;96.3255;22175.6;13467.1;13513.5;268.184;-3570.79;529.014;-2258.28;-2114.18;1387.66;-448.535;-452.997;-440.327;0.68488;1.84079;20.9332;-0.18137;-0.02055;19.0465;19.2387;3.1202;18.6845;9.68742;19.149;12.4875;11.7157;17.9756;18.0092;6.6907;19.3314;6.18579;15.8077;13.8964;99.0148;102.669;103.837;97445.7
1.56104;18.1541;18.7758;18.6734;18.421;18.6259;17.7182;17.7257;16.4343;16.9721;17.6597;16.6062;18.1466;17.4108;17.8757;19.9102;16.6537;-0.059;-0.20464;-0.15614;-0.21394;0.08375;0.12408;0.18586;-0.11126;-0.14342;-0.15853;-0.18976;0.23859;-0.11265;0.27543;-0.12205;81.8083;84.2647;72.3914;0;9.09068;15.0482;22.3476;21.8091;25.264;24.1475;26.6522;93.8369;20.0234;19.8033;19.9824;17.9932;19.3356;18.9773;18.8824;20.3272;20.6633;19.8993;21.0498;19.6249;18.3771;20.3455;27.9969;92.5733;20.857;10.0026;0.01451;-86.9417;20.8971;8.63568;-0.02098;20.9138;8.16119;-0.00022;19.2991;18.9223;18.3515;18.1906;18.9113;17.8392;16.4488;18.2305;18.4684;17.7147;16.5292;16.5182;16.5107;17.6707;17.1034;16.8366;15.4971;16.5072;18.4285;19.0213;19.0577;18.8198;18.8783;18.5379;18.1541;17.7553;18.8858;18.5014;18.5564;18.4794;17.6563;17.3854;17.6453;18.6734;17.7367;18.9113;21.5776;21.6353;22.1955;21.7257;21.5307;22.0292;21.2271;21.3786;21.9966;18.6298;18.0891;19.6795;18.4221;20.0929;18.4052;19.3401;20.1843;18.8427;-3.31917;-2.09214;-6.77964;-3.57077;-7.8125;0.94899;-7.08869;-10.3239;-13.9235;95.968;84.5979;91.6998;86.7606;92.3133;76.6596;-110.829;20.9195;3.51562;0.00748;20.9113;23.6604;0.01719;20.4066;21.1788;18.7834;18.4574;20.1825;19.9579;19.665;18.9553;18.3295;19.687;19.4566;18.443;18.0806;18.1466;17.2574;18.194;17.2134;18.6039;19.8079;19.9469;20.2864;20.0838;19.4676;19.3431;18.7689;19.1602;19.8699;18.5674;18.5234;19.599;17.9781;17.2574;18.1796;18.6259;18.0146;17.9162;19.6615;19.797;20.2946;19.592;19.2591;19.515;20.0922;19.2517;17.8213;19.0543;18.2745;18.1686;18.7064;17.7697;17.7587;17.4514;17.7477;17.2354;20.5982;22.4848;22.7376;20.9344;22.8136;21.6862;20.4066;21.8126;22.3436;20.9921;18.166;18.8406;18.516;18.7689;18.0321;18.284;18.0543;18.4801;19.1978;-16.2721;-13.7774;-13.9786;-17.0983;-18.2644;-19.5878;-14.1685;-18.1523;-32.4118;85.5755;74.0237;65.1624;74.5313;68.3315;78.0023;18.7978;18.293;17.3379;19.1747;16.8586;16.9975;16.2508;20.0044;20.0728;19.6285;18.8858;19.3541;17.8797;19.7381;18.1026;20.0704;19.8224;20.7245;19.8187;19.6575;20.7897;21.039;19.9427;20.1497;18.9553;-29.9942;20.7896;12.7295;0.02346;20.8781;5.09134;0.01981;23.4099;19.8296;19.6249;20.5221;20.0016;19.8334;19.6358;17.4184;115.431;107.618;73.7574;36.4671;18.4065;17.6927;17.8757;18.6589;18.8528;18.5344;16.5437;19.0357;20.056;20.88;20.7462;22.1955;20.9269;18.3226;19.2187;18.487;18.8528;19.548;19.6395;18.315;17.8392;20.9628;19.8839;20.1851;20.4752;20.8514;21.7148;20.9812;107.896;92.1743;72.6562;46.9138;-43.9584;940.58;968.55;-122.737;10681.6;106.522;111.079;113.407;118.452;131.432;7.53465;6.90541;21.4186;8.48226;8.95056;20.9309;4.44982;20.8028;7.60283;-0.03124;21.0034;0.97656;-0.01337;20.8569;4.03744;-0.00133;95.3476;90.8376;3.46429;61.6836;1054.72;1052.42;56.3129;2079.02;10396.8;-392.287;-380.78;-384.739;-419.524;-65.7013;18.7394;17.5208;23.0303;18.6149;18.6589;22.7919;18.3735;18.0297;20.8513;-5.70714;-0.01707;20.8819;4.47783;-0.02372;20.8299;0.43292;0.01615;12.2069;4.52861;86.6979;92.9507;3.34217;46.0081;24617.8;13146;185.242;-735.643;424.207;-1718.37;0;75.6554;100.226;102.371;96.3047;22276.5;13479.1;13469.7;261.138;-3566.53;527.344;-2252.78;-2107.74;1383.38;-443.439;-447.311;-441.115;1.1551;1.57089;20.9299;11.6815;0.05068;18.9663;19.8444;2.65298;17.4369;10.1326;19.1017;13.1955;11.1902;18.3515;18.6809;6.83704;19.0797;6.18027;16.0128;13.8828;98.9537;102.764;103.786;97370.2
3.12213;19.1214;18.2327;18.0816;18.3254;18.4236;16.8036;17.7645;17.6233;17.4043;17.1887;17.5111;18.1506;16.5836;17.3601;20.0662;17.1692;0.0937;-0.20502;-0.20837;-0.25795;0.04969;0.09918;0.18346;-0.07953;-0.07592;-0.0685;-0.11094;0.17453;-0.1834;0.27175;0.00704;83.2771;90.2139;73.8076;0;8.46401;15.0496;23.4932;22.6453;25.4447;25.1795;28.3261;111.551;20.4424;20.8813;19.3625;19.3457;18.3254;19.2667;19.9895;20.6789;21.2765;20.2443;20.7269;20.2155;20.4137;21.9786;31.3398;113.922;20.8541;9.41942;0.01157;-85.1027;20.8858;8.98438;-0.02553;20.8817;7.8125;0.01094;18.731;18.677;18.4915;18.6964;18.6134;17.9307;16.8964;17.4033;17.8476;17.6233;16.7842;16.6817;15.7693;17.2231;16.2859;17.0916;14.983;16.6278;19.1311;19.6184;19.0965;18.4677;18.3545;17.6913;19.1214;18.9499;19.1311;18.2036;18.6382;17.9307;17.9598;17.0916;17.8379;18.004;17.8282;18.4969;21.4161;21.0358;22.0093;21.1508;21.8305;21.3969;21.5269;20.4233;21.17;18.9123;18.301;19.8959;18.2405;19.8608;18.3402;19.1848;19.9996;19.2059;1.48847;0.22208;-4.02127;-1.81761;-7.5164;3.38012;-13.0261;-11.7927;-15.6085;101.806;83.8323;93.9926;87.2574;93.4704;74.8479;-125.062;20.9188;3.44159;0.00476;20.9034;22.2841;0.01645;20.5873;19.4617;19.0286;17.7257;20.2976;19.804;18.8861;18.9068;18.2671;19.0524;19.3554;18.4721;17.6427;18.1992;17.6718;17.8573;17.2425;18.1506;20.0909;19.7592;19.5641;19.3209;19.5353;19.1117;19.7362;19.1796;18.9456;18.6727;18.3017;18.1647;17.6373;17.6427;18.4677;18.4818;16.9697;18.6479;19.5894;20.0279;20.4233;19.7167;19.9358;19.0868;20.0565;19.1699;19.3802;19.858;17.8131;18.3556;18.3502;18.1744;17.9846;17.716;17.853;17.3601;20.6501;23.1268;22.0573;21.2573;22.8232;22.3129;20.5585;21.8837;21.9168;21.0305;18.0634;18.9543;18.6045;18.7717;17.8146;18.1815;17.9848;18.53;19.3184;-15.0674;-11.8356;-13.2812;-17.7302;-17.9177;-22.3897;-13.7648;-15.8996;-36.9342;88.9144;74.9556;68.1086;74.5461;68.6908;78.0887;18.4182;18.6242;17.5499;18.5498;17.3839;16.9255;15.1686;19.3554;19.0922;19.3209;19.1408;19.2239;19.1117;20.2549;17.8185;20.0279;19.4521;20.1921;20.0953;20.3561;20.7897;20.5585;20.4284;19.8677;18.965;-29.63;20.7654;9.71011;0.01741;20.8761;2.34177;0.01644;23.3292;20.1772;20.1388;20.0087;20.2209;19.5257;20.2017;17.5058;119.276;112.278;69.8479;34.412;18.9165;17.3601;17.4864;18.7698;18.9208;18.511;16.2029;18.7945;20.6116;20.7993;20.4616;22.0956;20.452;19.7512;18.9208;18.7654;18.814;19.3457;19.2971;18.8873;17.8919;19.9926;20.7033;19.4426;20.4712;22.1297;21.0784;20.8046;108.039;94.8313;72.5822;46.0708;-42.6765;942.363;955.01;-147.378;10064.4;108.528;114.496;116.629;120.972;133.365;7.88516;8.05558;21.4651;8.29934;8.38238;21.9614;4.87391;20.7862;6.00742;0.00618;20.9826;1.42072;-0.01391;20.8227;14.9283;0.04143;95.2507;90.8375;3.5144;61.7732;1064.98;1061.81;76.7611;2102.89;10780.3;-390.461;-378.926;-381.651;-416.211;-62.4375;18.745;17.5402;22.346;18.3308;18.7018;22.5537;18.5896;18.7848;20.8656;-10.6414;-0.00313;20.8602;2.82691;-0.01916;20.8131;-8.98756;-0.02182;11.7114;5.09703;87.0709;93.1198;3.72985;45.9831;24587.1;13163.5;189.755;-738.681;416.588;-1709.33;0.02913;75.4509;100.168;102.404;96.3017;22188.9;13303.1;13169.7;265.426;-3572.99;527.211;-2265.23;-2108.77;1384.46;-447.462;-450.819;-436.286;1.04524;1.66284;20.9323;-2.75303;-0.02072;19.0868;19.5894;2.60035;18.4042;10.1189;19.487;13.0125;11.3538;18.4139;18.9359;6.79458;19.3015;6.22039;16.3745;13.9797;99.0249;102.686;103.824;97365.9
