FDS Time;INTAKE_L1_OBEN;INTAKE_L2_OBEN;EXHAUST_L1;EXHAUST_L2;MASSFLOW_INTAKE_L1;VOLUMEFLOW_INTAKE_L1;HEATFLOW_INTAKE_L1;MASSFLOW_INTAKE_L2;VOLUMEFLOW_INTAKE_L2;HEATFLOW_INTAKE_L2;MASSFLOW_EXHAUST_L1;VOLUMEFLOW_EXHAUST_L1;HEATFLOW_EXHAUST_L1;MASSFLOW_EXHAUST_L2;VOLUMEFLOW_EXHAUST_L2;HEATFLOW_EXHAUST_L2;PRESSURE_L1;PRESSURE_L2;H_L1;H_L2;DENSITY_L1;DENSITY_L2;VELOCITY_L1;VELOCITY_L2;PRESSURE_DOOR_L1;PRESSURE_DOOR_L2;H_DOOR_L1;H_DOOR_L2;DENSITY_DOOR_L1;DENSITY_DOOR_L2;VELOCITY_DOOR_L1;VELOCITY_DOOR_L2;VY_DOOR_L1;VY_DOOR_L2;MASSFLOW_(Door_L1);HEATFLOW_(Door_L1);VOLUMEFLOW_(Door_L1);MASSFLOW_(Door_L2);HEATFLOW_(Door_L2);VOLUMEFLOW_(Door_L2);TCA_L1_HW_SURF;TCA_L1_HW_INTER;TCA_L1_HW_CENTRE;TG_L1_TA_HW;TCA_L1_BW_SURF;TCA_L1_BW_INTER;TCA_L1_BW_CENTRE;TG_L1_TA_BW;TCA_L2_HW_SURF;TCA_L2_HW_INTER;TCA_L2_HW_CENTRE;TG_L2_TA_HW;TCA_L2_HE_SURF;TCA_L2_HE_INTER;TCA_L2_HE_CENTRE;TG_L2_TA_HE;TCA_L2_BE_SURF;TCA_L2_BE_INTER;TCA_L2_BE_CENTRE;TG_L2_TA_BE;O2_L1_FP;CO_L1_FP;CO2_L1_FP;TG_L1_FP_015;TG_L1_FP_040;TG_L1_FP_065;TG_L1_FP_090;TG_L1_FP_115;TG_L1_FP_140;TG_L1_FP_165;TG_L1_FP_190;TG_L1_FP_215;TG_L1_FP_240;TG_L1_FP_265;TG_L1_FP_290;TG_L1_FP_315;TG_L1_FP_340;TG_L1_FP_350;TG_L1_NW_005;TG_L1_NW_030;TG_L1_NW_055;TG_L1_NW_080;TG_L1_NW_105;TG_L1_NW_130;TG_L1_NW_155;TG_L1_NW_180;TG_L1_NW_205;TG_L1_NW_230;TG_L1_NW_255;TG_L1_NW_280;TG_L1_NW_305;TG_L1_NW_330;TG_L1_NW_355;TG_L1_NW_380;TG_L1_NW_390;TG_L1_SE_005;TG_L1_SE_030;TG_L1_SE_055;TG_L1_SE_080;TG_L1_SE_105;TG_L1_SE_130;TG_L1_SE_155;TG_L1_SE_180;TG_L1_SE_205;TG_L1_SE_230;TG_L1_SE_255;TG_L1_SE_280;TG_L1_SE_305;TG_L1_SE_330;TG_L1_SE_355;TG_L1_SE_380;TG_L1_SE_390;TG_L2_NE_005;TG_L2_NE_030;TG_L2_NE_055;TG_L2_NE_080;TG_L2_NE_105;TG_L2_NE_130;TG_L2_NE_155;TG_L2_NE_180;TG_L2_NE_205;TG_L2_NE_230;TG_L2_NE_255;TG_L2_NE_280;TG_L2_NE_305;TG_L2_NE_330;TG_L2_NE_355;TG_L2_NE_380;TG_L2_NE_390;TG_L2_SW_005;TG_L2_SW_030;TG_L2_SW_055;TG_L2_SW_080;TG_L2_SW_105;TG_L2_SW_130;TG_L2_SW_155;TG_L2_SW_180;TG_L2_SW_205;TG_L2_SW_230;TG_L2_SW_255;TG_L2_SW_280;TG_L2_SW_305;TG_L2_SW_330;TG_L2_SW_355;TG_L2_SW_380;TG_L2_SW_390;TG_L2_CC_005;TG_L2_CC_030;TG_L2_CC_055;TG_L2_CC_080;TG_L2_CC_105;TG_L2_CC_130;TG_L2_CC_155;TG_L2_CC_180;TG_L2_CC_205;TG_L2_CC_230;TG_L2_CC_255;TG_L2_CC_280;TG_L2_CC_305;TG_L2_CC_330;TG_L2_CC_355;TG_L2_CC_380;TG_L2_CC_390;O2_L1_BAS;CO_L1_BAS;CO2_L1_BAS;O2_L1_HAUT;CO_L1_HAUT;CO2_L1_HAUT;O2_L2_BAS;CO_L2_BAS;CO2_L2_BAS;O2_L2_HAUT;CO_L2_HAUT;CO2_L2_HAUT;TG_L2_DP_230_010;TG_L2_DP_230_030;TG_L2_DP_230_050;TG_L2_DP_230_070;TG_L2_DP_230_090;TG_L2_DP_230_110;TG_L2_DP_230_130;TG_L2_DP_305_030;TG_L2_DP_305_050;TG_L2_DP_305_070;TG_L2_DP_305_090;TG_L2_DP_305_110;TG_L2_DP_305_130;TG_L2_DP_305_150;TG_L2_DP_305_170;TG_L2_DP_380_030;TG_L2_DP_380_050;TG_L2_DP_380_070;TG_L2_DP_380_090;TG_L2_DP_380_110;TG_L2_DP_380_130;TG_L2_DP_380_150;TG_L2_DP_380_170;TG_L2_DP_380_190;TG_L2_DP_380_220;TP_L1_NC265;TP_L1_SC265;TP_L1_WC260;TP_L1_EC255;TP_L1_PL_CE;TP_L1_NE040;TP_L1_NE155;TP_L1_NE265;TP_L1_NE355;TFLT_L1_WC265;TFLT_L1_EC265;TFLT_L1_SOL_CE;TP_L2_NC265;TP_L2_SC260;TP_L2_WC260;TP_L2_EC260;TP_L2_PL_CE;TP_L2_SOL_CE;TP_L2_NE030;TP_L2_NE155;TP_L2_NE260;TP_L2_NE355;TFLT_L2_NC260;FLR_L1_PL_CE;FLT_L1_PL_CE;FLC_L1_PL_CE;FLR_L1_SOL_CE;FLT_L1_SOL_CE;FLC_L1_SOL_CE;FLR_L1_NE040;FLT_L1_NE040;FLC_L1_NE040;FLR_L1_NE155;FLT_L1_NE155;FLC_L1_NE155;FLR_L1_NE265;FLT_L1_NE265;FLC_L1_NE265;FLR_L1_NE355;FLT_L1_NE355;FLC_L1_NE355;FLR_L1_NC265;FLT_L1_NC265;FLC_L1_NC265;FLR_L1_SC265;FLT_L1_SC265;FLC_L1_SC265;FLR_L1_WC265;FLT_L1_WC265;FLC_L1_WC265;FLR_L1_EC265;FLT_L1_EC265;FLC_L1_EC265;FLR_L2_PL_CE;FLT_L2_PL_CE;FLC_L2_PL_CE;FLR_L2_SOL_CE;FLT_L2_SOL_CE;FLC_L2_SOL_CE;FLR_L2_NE030;FLT_L2_NE030;FLC_L2_NE030;FLR_L2_NE155;FLT_L2_NE155;FLC_L2_NE155;FLR_L2_NE260;FLT_L2_NE260;FLC_L2_NE260;FLR_L2_NE355;FLT_L2_NE355;FLC_L2_NE355;FLR_L2_NC260;FLT_L2_NC260;FLC_L2_NC260;FLR_L2_SC260;FLT_L2_SC260;FLC_L2_SC260;FLR_L2_WC260;FLT_L2_WC260;FLC_L2_WC260;FLR_L2_EC260;FLT_L2_EC260;FLC_L2_EC260;TG_L1_L2_00025;TG_L1_L2_005;TG_L1_L2_030;TG_L1_L2_055;TG_L1_L2_080;TG_L1_L2_092_5;TG_L1_L2_105;TG_L1_L2_117_5;TG_L1_L2_130;TG_L1_L2_142_5;TG_L1_L2_155;TG_L1_L2_167_5;TG_L1_L2_180;TG_L1_L2_192_5;TG_L1_L2_205;TG_L1_L2_S105;V_L1_L2_00025;V_L1_L2_005;V_L1_L2_030;V_L1_L2_055;V_L1_L2_080;V_L1_L2_092_5;V_L1_L2_105;V_L1_L2_117_5;V_L1_L2_130;V_L1_L2_142_5;V_L1_L2_155;V_L1_L2_167_5;V_L1_L2_180;V_L1_L2_192_5;V_L1_L2_205;V_L1_L2_S105;DOOR_F_L1_L2;DOOR_F_L1_L2_MASS;DOOR_F_L1_L2_HEAT;FLR_L1_L2_005;FLT_L1_L2_005;FLC_L1_L2_005;FLR_L1_L2_105;FLT_L1_L2_105;FLC_L1_L2_105;FLR_L1_L2_205;FLT_L1_L2_205;FLC_L1_L2_205;DADM_L1;DADM_L1_MASS;DADM_L1_HEAT;DADM_L2;DADM_L2_MASS;DADM_L2_HEAT;DEXT_L1;DEXT_L1_MASS;DEXT_L1_HEAT;DEXT_L2;DEXT_L2_MASS;DEXT_L2_HEAT;PADM_NOD_L1_PRESSURE__FDS6_IBM;PADM_NOD_L1_H;PADM_NOD_L2_PRESSURE__FDS6_IBM;PADM_NOD_L2_H;PEXT_NOD_L1_PRESSURE__FDS6_IBM;PEXT_NOD_L1_H;PEXT_NOD_L2_PRESSURE__FDS6_IBM;PEXT_NOD_L2_H;TGADM_L1;TGADM_L2;TGEXT_L1;TGEXT_L2;TGADM_BOUCH_L1;TGADM_BOUCH_L2;TGEXT_BOUCH_L1;TGEXT_BOUCH_L2;O2ADM_L1;COADM_L1;CO2ADM_L1;O2ADM_L2;COADM_L2;CO2ADM_L2;O2EXT_L1;COEXT_L1;CO2EXT_L1;O2EXT_L2;COEXT_L2;CO2EXT_L2;FLR_L1_TA_BW_UPW;FLT_L1_TA_BW_UPW;FLC_L1_TA_BW_UPW;FLR_L1_TA_BW_DWN;FLT_L1_TA_BW_DWN;FLC_L1_TA_BW_DWN;FLR_L1_TA_HW_UPW;FLT_L1_TA_HW_UPW;FLC_L1_TA_HW_UPW;FLR_L1_TA_HW_DWN;FLT_L1_TA_HW_DWN;FLC_L1_TA_HW_DWN;FLR_L2_TA_HW_UPW;FLT_L2_TA_HW_UPW;FLC_L2_TA_HW_UPW;FLR_L2_TA_HW_DWN;FLT_L2_TA_HW_DWN;FLC_L2_TA_HW_DWN;FLR_L2_TA_BE_UPW;FLT_L2_TA_BE_UPW;FLC_L2_TA_BE_UPW;FLR_L2_TA_BE_DWN;FLT_L2_TA_BE_DWN;FLC_L2_TA_BE_DWN;FLR_L2_TA_HE_UPW;FLT_L2_TA_HE_UPW;FLC_L2_TA_HE_UPW;FLR_L2_TA_HE_DWN;FLT_L2_TA_HE_DWN;FLC_L2_TA_HE_DWN
s;m/s;m/s;m/s;m/s;kg/s;m3/s;kW;kg/s;m3/s;kW;kg/s;m3/s;kW;kg/s;m3/s;kW;Pa;Pa;(m/s)^2;(m/s)^2;kg/m3;kg/m3;m/s;m/s;Pa;Pa;(m/s)^2;(m/s)^2;kg/m3;kg/m3;m/s;m/s;m/s;m/s;kg/s;kW;m3/s;kg/s;kW;m3/s;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m/s;m3/s;kg/s;kW;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;m3/s;kg/s;kW;m3/s;kg/s;kW;m3/s;kg/s;kW;m3/s;kg/s;kW;Pa;(m/s)^2;Pa;(m/s)^2;Pa;(m/s)^2;Pa;(m/s)^2;C;C;C;C;C;C;C;C;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;mol/mol;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2;kW/m2
0;0.001304663;0.002502751;-0.001760291;0.00918642;-0.000152864;-0.000129737;0;-8.41674E-05;-7.14357E-05;0;3.67236E-05;3.11662E-05;0;0.000184307;0.000156424;0;-1.08487E-05;-5.78124E-06;0;0;1.1784422;1.1784422;0.004290914;0.003132357;-6.85117E-05;-4.78656E-05;0;0;1.1785766;1.1785766;0.010782477;0.009012557;-0.006219145;-0.005677527;8.4238E-10;0;0;3.85078E-09;0;0;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;0.20946005;0;0;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;-0.002899526;-0.005760515;-0.003351525;-0.015515221;-0.003734707;0.006702449;-0.009096264;0.001336494;0.00195135;0.002784604;-0.012826815;-0.00502343;-0.000826589;0.007361326;0.003222969;0.009113667;0;3.85078E-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;25;25;25;25;25;25;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.5120187;-0.3711645;-0.36277396;-0.29741975;-0.29109593;-0.14668704;-0.12376219;0.23538036;-0.14433279;-0.12178202;0.22927505;-0.16710389;-0.14176322;-0.009034227;-0.16277854;-0.13809323;-0.008461788;52.952919;52.92547;0.13847498;-0.013641811;1.1378529;1.1788819;0.25472655;0.008764426;52.934632;52.934089;-0.005461043;-0.005953013;1.179016;1.1790165;0.023004107;0.022316154;0.015480695;0.013575794;0.058377992;0.004097371;0.049504738;0.058286955;0.004087927;0.049427489;25.001449;25;25;25.044644;25.01493;25;25;25.044576;25.000017;25;25;25.044588;25.000036;25;25;25.044592;25.000347;25;25;25.044523;0.20945834;5.79117E-09;9.84857E-07;309.36854;212.22498;151.68813;87.456031;65.39703;46.549566;39.321473;29.587221;26.32439;25.085379;25.044638;25.044549;25.044608;25.054773;27.300249;25.044549;25.044595;25.044517;25.044606;25.044635;25.044538;25.044532;25.044747;25.044616;25.044646;25.044626;25.044691;25.044688;25.044558;25.044629;25.059473;28.105373;25.04458;25.044599;25.044629;25.044519;25.04463;25.044547;25.04455;25.044574;25.044507;25.044445;25.044523;25.044522;25.044396;25.044545;25.044501;25.056753;27.737133;25.044602;25.044567;25.044726;25.044523;25.044613;25.044561;25.044555;25.044591;25.044654;25.044564;25.044644;25.044565;25.044541;25.044678;25.044618;25.044564;25.047912;25.044606;25.044595;25.044543;25.044563;25.044528;25.044492;25.0445;25.044538;25.044451;25.044449;25.044682;25.044515;25.044546;25.044507;25.044526;25.044522;24.986997;25.044536;25.044601;25.044468;25.044515;25.044579;25.044545;25.044535;25.044586;25.044546;25.044613;25.044661;25.044655;25.044565;25.044551;25.044549;25.044513;25.016543;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;25.044532;25.04458;25.044546;25.044607;25.044501;25.044512;25.04459;25.044587;25.044556;25.044546;25.044559;25.044541;25.044643;25.04454;25.044582;25.044503;25.044477;25.044517;25.044459;25.044521;25.044559;25.044516;25.044545;25.044512;25.044537;25.045332;25.049409;25.053179;25.063554;26.015054;25.054223;25.098384;25.056207;25.030712;25.047882;25.052287;25.130473;25.0008;25.000853;25.000776;25.00082;25.016958;25.000983;25.000446;25.000821;25.000811;25.000465;25.000831;0.1102688;0.10847599;-0.001792806;0.20748613;0.20741289;-7.32386E-05;0.090290964;0.090286223;-4.74092E-06;0.16434005;0.16430669;-3.33605E-05;0.095561881;0.095557527;-4.35365E-06;0.052218771;0.052224682;5.91127E-06;0.074181162;0.074181157;-5.12725E-09;0.078798952;0.078796857;-2.09537E-06;0.079315832;0.079314997;-8.35076E-07;0.085261279;0.085258414;-2.86506E-06;0.001909784;0.001925742;1.59588E-05;0.001660894;0.001690051;2.91569E-05;0.000768316;0.000793812;2.54965E-05;0.00141213;0.001437416;2.52862E-05;0.001406094;0.001431401;2.53075E-05;0.000800858;0.000826449;2.55912E-05;0.001437271;0.00146256;2.52889E-05;0.001459607;0.001484641;2.50336E-05;0.001409739;0.001434973;2.52336E-05;0.001339066;0.001364315;2.52494E-05;25.04454;25.04452;25.044549;25.044586;25.044565;25.044542;25.044591;25.044588;25.0446;25.044528;25.04456;25.044561;25.044542;25.044553;25.044648;25.044639;0.016251703;0.01245116;0.016834362;0.005109177;0.017228993;0.026277507;0.013865333;0.023964186;0.026623582;0.026178419;0.013998895;0.025074653;0.033929355;0.045014081;0.055453323;0.034156583;0.049427489;0.058286955;0.004087927;0.28435811;0.28438442;2.63166E-05;0.55992406;0.5599504;2.63347E-05;0.25339642;0.25342402;2.76078E-05;-0.13224069;-0.15719929;0.38635432;-0.12986974;-0.15438347;0.38006636;0.14290186;0.16844047;0.008384356;0.1391273;0.16399174;0.007931558;54.77838;1.6439119;54.712693;1.5851394;51.072931;-1.4704162;51.098772;-1.4544123;22.75729;22.754994;25.048101;25.046214;23.148851;23.16352;25.043922;25.043766;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;0.20946005;0;0;0.074460229;0.074490742;3.05127E-05;0.039608772;0.039639264;3.04922E-05;0.008990743;0.009021217;3.04735E-05;0.098560546;0.098591035;3.0489E-05;0.000133665;0.000164138;3.04736E-05;0.001905276;0.001935807;3.05313E-05;0.00116871;0.0011992;3.04892E-05;0.000602901;0.000633367;3.04667E-05;0.000199808;0.000230283;3.04748E-05;0.002087855;0.00211838;3.05254E-05
5.0050449;-0.48703348;-0.47479048;-0.35062374;-0.37003378;-0.18124681;-0.15203587;0.51206314;-0.17890913;-0.15002953;0.50564004;-0.19389798;-0.16475805;-0.24148172;-0.18898986;-0.16009244;-0.043060899;271.32257;271.45541;-0.027211173;-0.03482735;1.1484841;1.1806962;0.39181149;0.00941931;271.4667;271.46828;-0.024696077;-0.023453159;1.1808288;1.18083;0.033005507;0.029753205;0.030503438;0.025721834;0.09826526;0.022268762;0.083222478;0.098143233;0.022179887;0.083118817;25.02644;25;25;28.847612;25.17872;25.000004;25;25.228606;25.0005;25;25;25.228426;25.00077;25;25;25.228481;25.004937;25;25;25.228293;0.2093244;4.6833E-07;7.96451E-05;644.91692;487.12677;409.23929;338.27879;299.79662;253.98069;228.20802;196.82986;176.3485;148.37828;132.239;110.55178;97.56023;100.51017;7.3959131;25.2283;25.228539;25.22846;25.228735;25.228903;25.228835;25.228993;25.229448;25.22935;25.229452;25.228061;25.225502;25.228916;25.231675;25.518381;34.602244;26.603668;25.228447;25.228554;25.228734;25.228547;25.228765;25.228706;25.228776;25.228956;25.228837;25.228857;25.228927;25.228981;25.228941;25.28194;27.279836;37.908557;24.343236;25.228473;25.228438;25.228754;25.228272;25.228491;25.228374;25.228365;25.228461;25.228588;25.228359;25.228578;25.228374;25.228355;25.228684;25.228562;25.227987;25.059514;25.228515;25.228464;25.228335;25.228368;25.228338;25.228233;25.228233;25.228325;25.22811;25.228139;25.228656;25.228278;25.228345;25.228333;25.228342;25.2268;24.872015;25.228251;25.228485;25.228153;25.22825;25.228438;25.228371;25.228294;25.228407;25.228339;25.228529;25.228623;25.228602;25.228428;25.228363;25.22838;25.227344;24.95427;0.20946005;0;0;0.20945227;2.68946E-08;4.57374E-06;0.20946005;0;0;0.20946005;0;0;25.227888;25.22814;25.228325;25.228432;25.228181;25.228208;25.228447;25.228428;25.228334;25.228348;25.228411;25.228365;25.228587;25.228362;25.228456;25.22646;25.226764;25.226906;25.226924;25.227107;25.227266;25.227264;25.227375;25.22734;25.227384;25.140407;25.144592;25.160919;25.187196;28.829879;25.14278;25.294606;25.180087;25.099096;25.145762;25.153975;25.320918;25.003051;25.003194;25.003302;25.002536;25.055651;25.003394;25.00179;25.003131;25.003083;25.001833;25.003174;0.13045971;0.26131303;0.13085331;0.23215684;0.23209411;-6.27332E-05;0.10405221;0.10410408;5.18724E-05;0.23391479;0.23388007;-3.47172E-05;0.14825945;0.14828911;2.96577E-05;0.081238719;0.081335151;9.64321E-05;0.1150115;0.11506707;5.55655E-05;0.11523946;0.1152895;5.00354E-05;0.11800745;0.11806868;6.12293E-05;0.12296571;0.12302386;5.81494E-05;0.00286792;0.003014294;0.000146373;0.002631724;0.002838656;0.000206932;0.001390547;0.001570715;0.000180169;0.002526765;0.002705777;0.000179012;0.002462219;0.002641364;0.000179145;0.001416863;0.001597369;0.000180506;0.002548968;0.002727869;0.000178901;0.002558022;0.002736063;0.000178041;0.002712947;0.002891304;0.000178357;0.001864124;0.002043695;0.000179571;25.227413;25.228326;25.228409;25.228498;25.228618;25.228616;25.228679;25.228699;25.228775;25.228648;25.228749;25.228844;25.229169;25.229756;25.229593;25.228801;0.031081538;0.026054109;0.033324234;0.020354938;0.03187508;0.036932757;0.032449124;0.044149652;0.048024594;0.04110322;0.040636153;0.063181303;0.083901118;0.087191992;0.073282579;0.048357991;0.083118817;0.098143233;0.022179887;0.4005304;0.40071307;0.000182665;0.88482563;0.88500979;0.000184162;0.39483227;0.39506218;0.000229909;-0.15154026;-0.18083634;0.54568639;-0.14998158;-0.17897533;0.53921342;0.16515721;0.194798;0.092644691;0.160038;0.18892247;0.041696642;273.72665;1.9807293;273.50641;1.7940324;269.44555;-1.6076901;269.49794;-1.5679945;22.001302;21.998564;25.699044;25.225387;21.534899;21.771616;25.294181;25.225883;0.20946005;0;0;0.20946005;0;0;0.2094617;0;0;0.20946005;0;0;0.11187844;0.11209037;0.00021193;0.063421529;0.063633281;0.000211752;0.021413085;0.021828363;0.000415277;0.1475054;0.14778388;0.000278487;0.000328685;0.000540111;0.000211426;0.003293058;0.003504667;0.000211609;0.002196363;0.002407926;0.000211562;0.000937537;0.001149069;0.000211532;0.000481023;0.000692668;0.000211645;0.003298107;0.003509787;0.00021168
7.5097351;-0.49358638;-0.45642702;-0.55147121;-0.37178516;-0.17823519;-0.14917349;0.52944136;-0.17340347;-0.14508246;0.50183472;-0.19418902;-0.16689714;-1.0581053;-0.1906286;-0.16124145;-0.076582909;480.6265;480.68782;-0.056397566;-0.054977892;1.1582547;1.1824326;0.3013822;0.009954772;480.71597;480.71762;-0.030365019;-0.029047503;1.1825636;1.1825651;0.040831229;0.038858396;0.040805523;0.033481108;0.095868694;0.039281332;0.081068599;0.095754917;0.039098552;0.080971867;25.087378;25.000007;25;35.42184;25.3467;25.000051;25;25.404557;25.001494;25;25;25.403992;25.002118;25;25;25.404258;25.010337;25.000001;25;25.403975;0.2094237;1.25563E-07;2.13536E-05;552.60831;434.24312;372.50082;306.21964;272.42311;228.61207;206.0068;177.70881;160.66563;138.87115;126.68315;110.73318;102.7968;121.37341;0;25.4038;25.404301;25.404527;25.404795;25.405049;25.405452;25.405803;25.404781;25.333296;25.121748;25.13375;25.09677;25.34363;25.359317;24.202595;54.75924;15.572326;25.404122;25.404448;25.404746;25.404558;25.404712;25.404727;25.404759;25.405299;25.405254;25.405113;25.405318;25.405223;25.405211;25.356139;25.438783;54.556787;16.272847;25.404143;25.404255;25.404575;25.403915;25.40422;25.404062;25.404073;25.404193;25.404347;25.404012;25.404338;25.404046;25.404071;25.404539;25.404392;25.401444;24.996064;25.404341;25.404217;25.404034;25.404054;25.404098;25.403934;25.403904;25.404028;25.403735;25.403803;25.404444;25.403921;25.40403;25.404153;25.4041;25.397536;24.743926;25.403621;25.404273;25.403781;25.403897;25.404187;25.404118;25.403914;25.404069;25.403988;25.404294;25.404406;25.404373;25.404163;25.404065;25.404088;25.399286;24.853174;0.20946005;0;0;0.20945872;4.57235E-09;7.77583E-07;0.20946005;0;0;0.20946005;0;0;25.40331;25.403361;25.404036;25.404041;25.403686;25.403755;25.404117;25.404074;25.403896;25.404005;25.404123;25.404035;25.40433;25.404041;25.404158;25.396468;25.39746;25.397818;25.398221;25.398505;25.398764;25.398993;25.399121;25.399276;25.399321;25.201096;25.20397;25.250529;25.271419;31.877766;25.191021;25.409323;25.265264;25.205456;25.236496;25.241148;25.429593;25.004591;25.004802;25.005004;25.003778;25.079129;25.005097;25.002793;25.004723;25.004627;25.00286;25.004772;0.12752499;0.31014719;0.1826222;0.25672305;0.25671199;-1.10612E-05;0.11462661;0.11479168;0.000165064;0.25252375;0.25252393;1.75403E-07;0.16248424;0.18019993;0.017715688;0.091399765;0.17531667;0.083916902;0.1265264;0.12670834;0.000181942;0.12662966;0.12678899;0.000159326;0.13397751;0.17520408;0.041226568;0.14003809;0.17408243;0.034044342;0.003019919;0.003351724;0.000331805;0.00294222;0.003376495;0.000434275;0.001528549;0.001907014;0.000378465;0.002756799;0.003133106;0.000376307;0.002687018;0.003063648;0.00037663;0.001574852;0.001953392;0.00037854;0.002783229;0.003158706;0.000375477;0.002805095;0.003179321;0.000374226;0.002962927;0.003337658;0.000374731;0.002113961;0.002491635;0.000377674;25.399549;25.403951;25.404208;25.404282;25.404658;25.404692;25.404639;25.404684;25.404897;25.404869;25.405133;25.406802;25.407986;25.407591;25.404994;25.40628;0.042333611;0.039226915;0.045281365;0.033742274;0.040736413;0.043093377;0.04345921;0.054602377;0.050959052;0.044446688;0.052380996;0.07340254;0.081355266;0.072861739;0.031349079;0.058579108;0.080971867;0.095754917;0.039098552;0.42547874;0.42586163;0.00038289;0.93784501;0.93823758;0.000392571;0.42208347;0.42248105;0.000397576;-0.14936346;-0.17860995;0.54134403;-0.14509846;-0.1735097;0.52409596;0.1666896;0.19386572;1.0354558;0.16111673;0.19048076;0.074302026;482.83094;1.847064;482.54241;1.5993453;478.59155;-1.7396066;478.64682;-1.6547391;22.057327;22.008011;33.083195;25.395298;21.497706;21.705971;29.49719;25.400279;0.20946005;0;0;0.20946005;0;0;0.20951592;0;0;0.20946005;0;0;0.12416179;0.12460481;0.000443012;0.069319151;0.06976184;0.000442688;0.031682188;0.040403054;0.008720866;0.16188893;0.18058809;0.018699166;0.000402332;0.000843846;0.000441514;0.003602833;0.004044485;0.000441653;0.002416044;0.00285795;0.000441905;0.00103676;0.001478987;0.000442227;0.000595333;0.001038092;0.000442759;0.003583172;0.004025136;0.000441964
